Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL,MyHome_Address,MyHome_Asking_Price,MyHome_Beds,MyHome_Baths,MyHome_Floor_Area_Value,MyHome_BER_Rating,MyHome_BER_Number,MyHome_Energy_Performance_Indicator,MyHome_Latitude,MyHome_Longitude,MyHome_Monthly_Price,MyHome_Floor_Area_Unit,MyHome_Publish_Date,MyHome_Sale_Type,MyHome_Category,MyHome_Featured_Level,MyHome_Link,Sale Price,Sale Date,First List Price,First List Date,Cleaned Asking Price,Cleaned Local Property Tax,Latitude,Longitude,Price per Square Metre
"Apartment 1, Block C, Brabazon Hall, Dublin 8, D08AX26","€295,000",1 Bed,1 Bath,Apartment,E1,D08 AX26,€315,Mullery O'Gara Estate Agents,Oliver Travers,"Sold, €373,000, Fri Sep 06 2024; Sale Agreed, €295,000, Wed Jul 31 2024; Created, €295,000, Mon Jul 08 2024",https://mynest.ie/listing/139943/Dublin/apartment-1-block-c-brabazon-hall-dublin-8-d08ax26,,,,,,,,,53.33871380000001,-6.2803423,,,,,,,https://www.myhome.ie/residential/brochure/apartment-1-block-c-brabazon-hall-ardee-street-south-city-centre-d8-dublin-8/4807399,373000.0,2024-09-06,295000.0,2024-07-08,295000.0,315.0,53.33871380000001,-6.2803423,
"Apartment 90, Hook Head, Custom House Harbour Apartments, IFSC, Dublin 1, D01NR23","€280,000",1 Bed,1 Bath,Apartment,SI_666,D01 NR23,€315,Newcombe Estates,Dermot Smyth 002173-006276,"Sold, €300,000, Fri Sep 06 2024; Sale Agreed, €280,000, Mon Apr 22 2024; Created, €280,000, Fri Mar 08 2024",https://mynest.ie/listing/119411/Dublin/apartment-90-hook-head-custom-house-harbour-apartments-ifsc-dublin-1-d01nr23,"90 Hook Head, Custom House Harbour, IFSC, Dublin 1",Sale Agreed,,,,,,,53.3494643,-6.245461199999999,0.0,,,,,,https://www.myhome.ie/residential/brochure/90-hook-head-custom-house-harbour-ifsc-dublin-1/4778251,300000.0,2024-09-06,280000.0,2024-03-08,280000.0,315.0,53.3494643,-6.245461199999999,
"8 Laurleen, Leopardstown, Dublin 18, A94D284","€850,000",5 Bed,3 Bath,Detached,C2,A94 D284,€855,Gillespie Lowe,John Lowe,"Sold, €850,000, Fri Sep 06 2024; Sale Agreed, €850,000, Sat Dec 09 2023; Created, €850,000, Wed Oct 25 2023",https://mynest.ie/listing/102157/Dublin/8-laurleen-leopardstown-dublin-18-a94d284,"8 Laurleen, Stillorgan, Dublin",Sale Agreed,5 beds,3 baths,167.8,,,,53.2791144,-6.1919134,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/8-laurleen-stillorgan-dublin/4695424,850000.0,2024-09-06,850000.0,2023-10-25,850000.0,855.0,53.2791144,-6.1919134,
"71 Goatstown Road, Goatstown, Dublin 14, D14H329","€1,595,000",4 Bed,3 Bath,Detached,C3,D14 H329,"€2,502",Lynam Auctioneers & Estate Agents,Siobhan Lynam,"Sold, €1,625,000, Fri Sep 06 2024; Sale Agreed, €1,595,000, Thu May 09 2024; Created, €1,595,000, Tue Mar 26 2024",https://mynest.ie/listing/122137/Dublin/71-goatstown-road-goatstown-dublin-14-d14h329,"71 Goatstown Road, Goatstown, Dublin 14",Sale Agreed,4 beds,3 baths,235.2,,,,53.296918,-6.233202599999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/71-goatstown-road-goatstown-dublin-14/4773237,1625000.0,2024-09-06,1595000.0,2024-03-26,1595000.0,2502.0,53.296918,-6.233202599999999,
"70 Bunbury Gate Crescent, Swords, Co. Dublin","€440,000",3 Bed,3 Bath,Semi-D,C1,K67 V261,€495,Morton & Flanagan Ltd.,Adam Gavin,"Sold, €485,000, Fri Sep 06 2024; Unlisted, €440,000, Mon Jan 08 2024; Created, €440,000, Fri Sep 22 2023",https://mynest.ie/listing/97192/Dublin/70-bunbury-gate-crescent-swords-co-dublin,,,,,,,,,53.4687206,-6.2393218,,,,,,,https://www.myhome.ie/residential/brochure/70-bunbury-gate-crescent-swords-county-dublin/4795475,485000.0,2024-09-06,440000.0,2023-09-22,440000.0,495.0,53.4687206,-6.2393218,
"70 Bunbury Gate Crescent, Swords, Co. Dublin, K67V261","€450,000",3 Bed,3 Bath,Semi-D,C1,K67 V261,€495,Morton & Flanagan Ltd.,Adam Gavin,"Sold, €485,000, Fri Sep 06 2024; Sale Agreed, €450,000, Tue Jun 04 2024; Created, €450,000, Thu May 09 2024",https://mynest.ie/listing/129393/Dublin/70-bunbury-gate-crescent-swords-co-dublin-k67v261,"70 Bunbury Gate Crescent, Swords, County Dublin",Sale Agreed,3 beds,3 baths,100.0,,,,53.4687206,-6.2393218,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/70-bunbury-gate-crescent-swords-county-dublin/4795475,485000.0,2024-09-06,450000.0,2024-05-09,450000.0,495.0,53.4687206,-6.2393218,
"6 Ontario Court, Ranelagh, Dublin 6, D06Y0F4","€925,000",3 Bed,3 Bath,Semi-D,A3,D06 Y0F4,€945,DNG Donnybrook,Astrid Lyons,"Sold, €960,000, Fri Sep 06 2024; Sale Agreed, €925,000, Thu May 02 2024; Relisted, €925,000, Mon Nov 06 2023; Sale Agreed, €925,000, Wed Oct 18 2023; Relisted, €925,000, Thu Oct 05 2023; Sale Agreed, €925,000, Fri Jul 14 2023; Created, €925,000, Fri Jun 16 2023",,"6 Ontario Court, Ranelagh, Dublin 6",Sold,3 beds,3 baths,105.0,,,,53.3295118,-6.2619577,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/6-ontario-court-ranelagh-dublin-6/4711531,960000.0,2024-09-06,925000.0,2023-06-16,925000.0,945.0,53.3295118,-6.2619577,
"6 Brendan Road, Donnybrook, Dublin 4, D04N7F3","€2,300,000",4 Bed,3 Bath,Semi-D,D2,D04 N7F3,"€2,830",Sherry FitzGerald Ballsbridge,Laura Conway,"Sold, €2,400,000, Fri Sep 06 2024; Sale Agreed, €2,300,000, Tue Apr 23 2024; Created, €2,300,000, Thu Mar 21 2024",https://mynest.ie/listing/121434/Dublin/6-brendan-road-donnybrook-dublin-4-d04n7f3,,,,,,,,,53.32444959999999,-6.2383772,,,,,,,https://www.myhome.ie/residential/dublin-4/property-for-sale-in-donnybrook,2400000.0,2024-09-06,2300000.0,2024-03-21,2300000.0,2830.0,53.32444959999999,-6.2383772,
"Ischia, 6 Blackglen Court, Sandyford, Dublin 18, D18P9C9","€875,000",4 Bed,3 Bath,Detached,C2,D18 P9C9,€855,Brady & McCarthy Estate Agents,Olwen McCarthy,"Sold, €965,000, Fri Sep 06 2024; Unlisted, €875,000, Thu Aug 08 2024; Created, €875,000, Wed May 08 2024",https://mynest.ie/listing/129159/Dublin/ischia-6-blackglen-court-sandyford-dublin-18-d18p9c9,"6 Blackthorn Hall, Ticknock, Sandyford, Dublin 18",Sold,2 beds,2 baths,91.0,,,,53.2646783,-6.230595699999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/6-blackthorn-hall-ticknock-sandyford-dublin-18/4649092,965000.0,2024-09-06,875000.0,2024-05-08,875000.0,855.0,53.2646783,-6.230595699999999,
"Apartment 55, Beacon, Ashtown, Dublin 15, D15RC80","€310,000",2 Bed,2 Bath,Apartment,C3,D15 RC80,€315,Brennan Property Consultants,Colm Devoy,"Sold, €363,000, Fri Sep 06 2024; Sale Agreed, €310,000, Wed Mar 27 2024; Created, €310,000, Wed Mar 06 2024",https://mynest.ie/listing/119128/Dublin/apartment-55-beacon-ashtown-dublin-15-d15rc80,"Apt. 21 Beacon Building , Ashtown, Dublin 15",Sale Agreed,,,47.0,,,,53.3766948,-6.310559100000001,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/apt-21-beacon-building-ashtown-dublin-15/4810828,363000.0,2024-09-06,310000.0,2024-03-06,310000.0,315.0,53.3766948,-6.310559100000001,
"Fintragh, 49 Woodlands Road, Glenageary, Co. Dublin, A96R1V7","€699,950",4 Bed,2 Bath,Semi-D,D1,A96 R1V7,€675,Churches Estate Agents,Blackrock Office,"Sold, €733,000, Fri Sep 06 2024; Sale Agreed, €699,950, Wed Jun 05 2024; Created, €699,950, Wed Apr 24 2024",https://mynest.ie/listing/126825/Dublin/fintragh-49-woodlands-road-glenageary-co-dublin-a96r1v7,,,,,,,,,53.2665714,-6.1433627,,,,,,,https://www.myhome.ie/residential/dublin-county/house-for-sale-in-glenageary,733000.0,2024-09-06,699950.0,2024-04-24,699950.0,675.0,53.2665714,-6.1433627,
"44a Grace Park Terrace, Drumcondra, Dublin 9, D09H5X0","€435,000",2 Bed,3 Bath,Semi-D,D2,D09 H5X0,€405,Sherry FitzGerald Killester,Sean Tobin,"Sold, €541,353, Fri Sep 06 2024; Sale Agreed, €435,000, Wed Apr 17 2024; Created, €435,000, Thu Mar 28 2024",https://mynest.ie/listing/122609/Dublin/44a-grace-park-terrace-drumcondra-dublin-9-d09h5x0,"44a Grace Park Terrace, Drumcondra, Dublin 9",Sold,2 beds,3 baths,85.0,,,,53.3723466,-6.240346499999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/44a-grace-park-terrace-drumcondra-dublin-9/4782392,541353.0,2024-09-06,435000.0,2024-03-28,435000.0,405.0,53.3723466,-6.240346499999999,
"36 College Street, Baldoyle, Dublin 13","€365,000",2 Bed,1 Bath,Detached,F,D13 A4Y8,€405,DNG Raheny,Mark McKenzie,"Sold, €348,500, Fri Sep 06 2024; Sale Agreed, €365,000, Tue Feb 20 2024; Created, €365,000, Wed Jun 14 2023",https://mynest.ie/listing/79784/Dublin/36-college-street-baldoyle-dublin-13,"36 College Street, Baldoyle, Dublin 13",Sold,2 beds,,67.0,,,,53.3974817,-6.128464999999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/36-college-street-baldoyle-dublin-13/4710985,348500.0,2024-09-06,365000.0,2023-06-14,365000.0,405.0,53.3974817,-6.128464999999999,
"35 Holywell Crescent, Donaghmede, Donaghmede, Dublin 13, D13P088","€405,000",3 Bed,1 Bath,End of Terrace,D1,D13 P088,€405,Redmond Property,Philip Mahon MIPAV MCEI,"Sold, €450,000, Fri Sep 06 2024; Sale Agreed, €405,000, Mon Jul 01 2024; Relisted, €405,000, Fri Jun 28 2024; Price Rise, €405,000, Fri Jun 28 2024; Sale Agreed, €395,000, Tue Apr 02 2024; Created, €395,000, Mon Feb 26 2024",https://mynest.ie/listing/117735/Dublin/35-holywell-crescent-donaghmede-donaghmede-dublin-13-d13p088,"35 Holywell Crescent, Donaghmede, Dublin 13",Sale Agreed,3 beds,,92.0,,,,53.3931086,-6.1627032,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/35-holywell-crescent-donaghmede-dublin-13/4774889,450000.0,2024-09-06,395000.0,2024-02-26,405000.0,405.0,53.3931086,-6.1627032,
"33 Oakley Road Ranelagh Dublin 6, Ranelagh, Dublin 6, D06YD37","€1,595,000",4 Bed,2 Bath,Terrace,--,D06 YD37,"€2,502",Lisney Sotheby's International Realty (Ranelagh),Tracey Gilbourne,"Sold, €2,112,500, Fri Sep 06 2024; Sale Agreed, €1,595,000, Thu Jul 04 2024; Created, €1,595,000, Wed May 22 2024",https://mynest.ie/listing/131728/Dublin/33-oakley-road-ranelagh-dublin-6-ranelagh-dublin-6-d06yd37,"33 Oakley Road, Ranelagh, Dublin 6",Sold,4 beds,2 baths,180.0,,,,53.32243339999999,-6.2562552,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/33-oakley-road-ranelagh-dublin-6/4799215,2112500.0,2024-09-06,1595000.0,2024-05-22,1595000.0,2502.0,53.32243339999999,-6.2562552,
"29 Suncroft Park, Tallaght, Dublin 24, D24T6H9","€260,000",2 Bed,1 Bath,Bungalow,D2,D24 T6H9,€225,REA McGEE,Anthony McGee,"Sold, €260,000, Fri Sep 06 2024; Sale Agreed, €260,000, Fri Jun 14 2024; Price Drop, €260,000, Wed May 01 2024; Created, €270,000, Mon Feb 26 2024",https://mynest.ie/listing/117707/Dublin/29-suncroft-park-tallaght-dublin-24-d24t6h9,"29 Suncroft Park, Tallaght, Dublin 24",Sale Agreed,2 beds,,52.5,,,,53.28187140000001,-6.4057473,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/29-suncroft-park-tallaght-dublin-24/4774579,260000.0,2024-09-06,270000.0,2024-02-26,260000.0,225.0,53.28187140000001,-6.4057473,
"24a Offington Court Dublin 13, Sutton, Dublin 13, D13Y5W8","€875,000",4 Bed,4 Bath,Detached,C3,D13 Y5W8,€855,Quillsen Fairview,Paul Menton,"Sold, €930,000, Fri Sep 06 2024; Sale Agreed, €875,000, Mon Jul 08 2024; Created, €875,000, Wed Jun 12 2024",https://mynest.ie/listing/135576/Dublin/24a-offington-court-dublin-13-sutton-dublin-13-d13y5w8,,,,,,,,,53.3823585,-6.094583399999999,,,,,,,https://www.myhome.ie/residential/brochure/24a-offington-court-sutton-dublin-13/4805292,930000.0,2024-09-06,875000.0,2024-06-12,875000.0,855.0,53.3823585,-6.094583399999999,
"24 The Walk, Carrickmines Green, Carrickmines, Dublin 18, D18XF61","€595,000",3 Bed,4 Bath,Terrace,A2,D18 XF61,€585,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,"Sold, €641,000, Fri Sep 06 2024; Unlisted, €595,000, Mon Apr 29 2024; Created, €595,000, Tue Feb 20 2024",https://mynest.ie/listing/116806/Dublin/24-the-walk-carrickmines-green-carrickmines-dublin-18-d18xf61,,,,,,,,,53.2490896,-6.1787721,,,,,,,https://www.myhome.ie/residential/dublin-18/house-for-sale-in-carrickmines,641000.0,2024-09-06,595000.0,2024-02-20,595000.0,585.0,53.2490896,-6.1787721,
"Apartment 23, Woods End, River Road, Castleknock, Dublin 15, D15KP22","€340,000",2 Bed,1 Bath,Apartment,B3,D15 KP22,€315,Hora Property Consultants,Aidan Hora,"Sold, €343,000, Fri Sep 06 2024; Unlisted, €340,000, Wed May 29 2024; Relisted, €340,000, Mon Apr 29 2024; Unlisted, €340,000, Fri Mar 15 2024; Created, €340,000, Fri Dec 22 2023",https://mynest.ie/listing/108990/Dublin/apartment-23-woods-end-river-road-castleknock-dublin-15-d15kp22,"23 Woodsend, Old River Road, Castleknock, Dublin 15",Sold,2 beds,,64.0,,,,53.384848,-6.370069699999999,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/23-woodsend-old-river-road-castleknock-dublin-15/4571146,343000.0,2024-09-06,340000.0,2023-12-22,340000.0,315.0,53.384848,-6.370069699999999,
"20 Castlecurragh Heath, Mulhuddart, Dublin 15, D15Y5H0","€330,000",3 Bed,2 Bath,Terrace,C2,D15 Y5H0,€315,Duffy Auctioneers,Duffy Auctioneers MIPAV,"Sold, €361,000, Fri Sep 06 2024; Sale Agreed, €330,000, Fri May 24 2024; Created, €330,000, Wed Mar 27 2024",https://mynest.ie/listing/122309/Dublin/20-castlecurragh-heath-mulhuddart-dublin-15-d15y5h0,"20 Castlecurragh Heath, Mulhuddart, Dublin 15",Sale Agreed,3 beds,2 baths,90.0,,,,53.40443399999999,-6.393362,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/20-castlecurragh-heath-mulhuddart-dublin-15/4782140,361000.0,2024-09-06,330000.0,2024-03-27,330000.0,315.0,53.40443399999999,-6.393362,
"19 Manor Square, Ongar Village, Ongar, Dublin 15, D15P440","€275,000",2 Bed,2 Bath,Duplex,B3,D15 P440,€315,Herbert & Lansdowne Estate Agents,Sales Department,"Sold, €324,000, Fri Sep 06 2024; Sale Agreed, €275,000, Wed May 15 2024; Created, €275,000, Fri May 03 2024",https://mynest.ie/listing/128556/Dublin/19-manor-square-ongar-village-ongar-dublin-15-d15p440,"19 Manor Square, Ongar Village, Ongar, Dublin 15",Sold,2 beds,2 baths,79.0,,,,53.3961124,-6.4406154,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/19-manor-square-ongar-village-ongar-dublin-15/4793000,324000.0,2024-09-06,275000.0,2024-05-03,275000.0,315.0,53.3961124,-6.4406154,
"16 Cairnbrook Avenue, Carrickmines, Carrickmines, Dublin 18, D18TP40","€495,000",2 Bed,2 Bath,Apartment,C1,D18 TP40,€495,Gillespie Lowe,John Lowe,"Sold, €517,500, Fri Sep 06 2024; Sale Agreed, €495,000, Thu Jun 27 2024; Created, €495,000, Wed Apr 17 2024",https://mynest.ie/listing/125596/Dublin/16-cairnbrook-avenue-carrickmines-carrickmines-dublin-18-d18tp40,"63 Cairnbrook Avenue, Carrickmines, Dublin 18, Carrickmines, Dublin 18",Sale Agreed,,,,,,,53.24643529999999,-6.1822004,,,,,,,https://www.myhome.ie/residential/brochure/63-cairnbrook-avenue-carrickmines-dublin-18-carrickmines-dublin-18/4824647,517500.0,2024-09-06,495000.0,2024-04-17,495000.0,495.0,53.24643529999999,-6.1822004,
"12 Linnetfields Close, Clonee, Clonee, Dublin 15, D15C6K7","€275,000",2 Bed,1 Bath,Terrace,C2,D15 C6K7,€315,O'Connell Properties,Jim O'Connell,"Sold, €338,000, Fri Sep 06 2024; Sale Agreed, €275,000, Thu Jun 20 2024; Created, €275,000, Tue Apr 16 2024",https://mynest.ie/listing/125396/Dublin/12-linnetfields-close-clonee-clonee-dublin-15-d15c6k7,,,,,,,,,53.40099310000001,-6.435160799999999,,,,,,,https://www.myhome.ie/residential/dublin-15/house-for-sale-in-clonee-dublin,338000.0,2024-09-06,275000.0,2024-04-16,275000.0,315.0,53.40099310000001,-6.435160799999999,
"Apartment 106, The Beech, Dublin 16, D16T283","€350,000",2 Bed,2 Bath,Apartment,SI_666,D16 T283,€315,Stokes Property Consultants Ltd,Nick Boyle,"Sold, €367,000, Fri Sep 06 2024; Created, €350,000, Thu Mar 28 2024",https://mynest.ie/listing/122588/Dublin/apartment-106-the-beech-dublin-16-d16t283,,,,,,,,,53.27084610000001,-6.254222,,,,,,,https://www.myhome.ie/residential/dublin-14/apartment-for-sale-in-rathfarnham,367000.0,2024-09-06,350000.0,2024-03-28,350000.0,315.0,53.27084610000001,-6.254222,
"10 Cherrywood Villas, D22YN25, Clondalkin, Dublin 22","€295,000",2 Bed,1 Bath,Bungalow,E1,D22 YN25,€315,Ray Cooke Auctioneers,Southside Sales 2,"Sold, €320,000, Fri Sep 06 2024; Unlisted, €295,000, Fri Jul 19 2024; Created, €295,000, Fri May 24 2024",https://mynest.ie/listing/132308/Dublin/10-cherrywood-villas-d22yn25-clondalkin-dublin-22,,,,,,,,,53.3215465,-6.408243499999999,,,,,,,https://www.myhome.ie/priceregister/10-cherrywood-villas-dublin-22-clondalkin-dublin-22-915908,320000.0,2024-09-06,295000.0,2024-05-24,295000.0,315.0,53.3215465,-6.408243499999999,
"1 Terenure Park, Terenure, Dublin 6W, D6WT183","€1,250,000",5 Bed,3 Bath,End of Terrace,B3,D6W T183,"€1,627",Quillsen,Quillsen Terenure,"Sold, €1,325,000, Fri Sep 06 2024; Sale Agreed, €1,250,000, Wed Jun 26 2024; Created, €1,250,000, Fri Apr 26 2024",https://mynest.ie/listing/127420/Dublin/1-terenure-park-terenure-dublin-6w-d6wt183,,,,,,,,,53.3105097,-6.2859321,,,,,,,https://www.myhome.ie/residential/brochure/1-terenure-park-terenure-dublin-6w/4789580,1325000.0,2024-09-06,1250000.0,2024-04-26,1250000.0,1627.0,53.3105097,-6.2859321,
"1 Cormac Terrace, Terenure, Dublin 6, D6WHX66","€500,000",2 Bed,1 Bath,End of Terrace,D2,D6W HX66,€495,DNG Terenure,Orla Buckley,"Sold, €565,000, Fri Sep 06 2024; Sale Agreed, €500,000, Wed May 29 2024; Created, €500,000, Wed Apr 17 2024",https://mynest.ie/listing/125545/Dublin/1-cormac-terrace-terenure-dublin-6-d6whx66,"1 Cormac Terrace, Terenure, Dublin 6W",Sold,2 beds,,65.0,,,,53.3084839,-6.284326000000001,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/1-cormac-terrace-terenure-dublin-6w/4786188,565000.0,2024-09-06,500000.0,2024-04-17,500000.0,495.0,53.3084839,-6.284326000000001,
"Pine Lodge, Ballinclea Road, Killiney, Co. Dublin, A96CD40","€750,000",3 Bed,1 Bath,Bungalow,D2,A96 CD40,€765,Herman White Estates,Rory Crerar,"Sold, €800,000, Thu Sep 05 2024; Sale Agreed, €750,000, Tue Apr 30 2024; Created, €750,000, Mon Mar 25 2024",https://mynest.ie/listing/121973/Dublin/pine-lodge-ballinclea-road-killiney-co-dublin-a96cd40,"Pine Lodge, Ballinclea Road, Killiney, Dublin",Sold,3 beds,,115.0,,,,53.27087040000001,-6.1212674,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/pine-lodge-ballinclea-road-killiney-dublin/4780601,800000.0,2024-09-05,750000.0,2024-03-25,750000.0,765.0,53.27087040000001,-6.1212674,
"Apartment 79 ,West Gate, Saint Augustine Street, Christchurch, Dublin 8, D08P868","€325,000",2 Bed,1 Bath,Apartment,D1,D08 P868,€315,The Property Shop,Sales,"Sold, €340,000, Thu Sep 05 2024; Sale Agreed, €325,000, Wed Aug 07 2024; Created, €325,000, Fri Jun 14 2024",https://mynest.ie/listing/136079/Dublin/apartment-79-west-gate-saint-augustine-street-christchurch-dublin-8-d08p868,"Apt 79 West Gate, Saint Augustine Street, Christchurch, Dublin 8",Sale Agreed,2 beds,,42.0,,,,53.3498053,-6.2603097,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/apt-79-west-gate-saint-augustine-street-christchurch-dublin-8/4804733,340000.0,2024-09-05,325000.0,2024-06-14,325000.0,315.0,53.3498053,-6.2603097,
"62A Churchtown Road Lower, Churchtown, Dublin 14, D14Y796","€640,000",3 Bed,2 Bath,Semi-D,C2,D14 Y796,€675,Maher Gleeson Estates,Stephen Dunne,"Sold, €640,000, Thu Sep 05 2024; Sale Agreed, €640,000, Thu Jun 06 2024; Price Drop, €640,000, Tue May 14 2024; Created, €700,000, Tue Apr 16 2024",https://mynest.ie/listing/125371/Dublin/62a-churchtown-road-lower-churchtown-dublin-14-d14y796,"62A Churchtown Road Lower, Churchtown, Dublin 14",Sale Agreed,3 beds,2 baths,118.0,,,,53.30135809999999,-6.2509381,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/62a-churchtown-road-lower-churchtown-dublin-14/4785798,640000.0,2024-09-05,700000.0,2024-04-16,640000.0,675.0,53.30135809999999,-6.2509381,
"62 Drumfinn Avenue, Ballyfermot, Ballyfermot, Dublin 10, D10FX03","€285,000",3 Bed,1 Bath,Terrace,D2,D10 FX03,€315,Berkeley & Associates,Berkeley & Associates,"Sold, €350,000, Thu Sep 05 2024; Sale Agreed, €285,000, Wed Apr 24 2024; Created, €285,000, Fri Apr 05 2024",https://mynest.ie/listing/123673/Dublin/62-drumfinn-avenue-ballyfermot-ballyfermot-dublin-10-d10fx03,"62 Drumfinn Avenue, Ballyfermot, Dublin 10",Sale Agreed,3 beds,,73.46,,,,53.3450406,-6.3633836,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/62-drumfinn-avenue-ballyfermot-dublin-10/4782911,350000.0,2024-09-05,285000.0,2024-04-05,285000.0,315.0,53.3450406,-6.3633836,
"58 Holywell Crescent South, Swords, Co Dublin","€295,000",3 Bed,3 Bath,Duplex,B3,K67 HX56,€315,Sherry FitzGerald Swords,Michael Lenehan,"Sold, €342,000, Thu Sep 05 2024; Unlisted, €295,000, Fri May 31 2024; Created, €295,000, Wed Mar 27 2024",https://mynest.ie/listing/122333/Dublin/58-holywell-crescent-south-swords-co-dublin,"58 Holywell Crescent South, Swords, Co. Dublin",Sold,3 beds,3 baths,95.0,,,,53.442982,-6.2095281,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/58-holywell-crescent-south-swords-co-dublin/4782128,342000.0,2024-09-05,295000.0,2024-03-27,295000.0,315.0,53.442982,-6.2095281,
"42 Clonshaugh Avenue, Clonshaugh, Dublin 17, D17FX48","€369,950",3 Bed,1 Bath,Semi-D,B3,D17 FX48,€405,Horan Estates and Lettings,Aidan Horan,"Sold, €392,500, Thu Sep 05 2024; Sale Agreed, €369,950, Fri Feb 09 2024; Created, €369,950, Mon Jan 29 2024",https://mynest.ie/listing/113846/Dublin/42-clonshaugh-avenue-clonshaugh-dublin-17-d17fx48,"42 Clonshaugh Avenue, Clonshaugh, Dublin 17",Sale Agreed,3 beds,,109.35,,,,53.4026101,-6.2134993,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/42-clonshaugh-avenue-clonshaugh-dublin-17/4770363,392500.0,2024-09-05,369950.0,2024-01-29,369950.0,405.0,53.4026101,-6.2134993,
"42 Clonshaugh Avenue, Clonshaugh, Clonshaugh, Dublin 17, D17FX48","€369,950",3 Bed,1 Bath,Semi-D,B3,D17 FX48,€405,Horan Estates and Lettings,Aidan Horan,"Sold, €392,500, Thu Sep 05 2024; Sale Agreed, €369,950, Thu Apr 04 2024; Created, €369,950, Wed Mar 27 2024",https://mynest.ie/listing/122355/Dublin/42-clonshaugh-avenue-clonshaugh-clonshaugh-dublin-17-d17fx48,"42 Clonshaugh Avenue, Clonshaugh, Dublin 17",Sale Agreed,3 beds,,109.35,,,,53.4026101,-6.2134993,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/42-clonshaugh-avenue-clonshaugh-dublin-17/4770363,392500.0,2024-09-05,369950.0,2024-03-27,369950.0,405.0,53.4026101,-6.2134993,
"40 Grace Park Manor, Drumcondra, Dublin 9, D09E681","€375,000",2 Bed,1 Bath,Apartment,D2,D09 E681,€405,Ed Dempsey,Edwin Dempsey,"Sold, €390,000, Thu Sep 05 2024; Sale Agreed, €375,000, Mon Jun 10 2024; Created, €375,000, Mon May 13 2024",https://mynest.ie/listing/129932/Dublin/40-grace-park-manor-drumcondra-dublin-9-d09e681,"40 Grace Park Manor, Drumcondra, Dublin 9",Sold,2 beds,,70.0,,,,53.3767169,-6.2437969,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/40-grace-park-manor-drumcondra-dublin-9/4796189,390000.0,2024-09-05,375000.0,2024-05-13,375000.0,405.0,53.3767169,-6.2437969,
"40 Delwood Road, Castleknock, Dublin 15, D15AT8Y","€645,000",4 Bed,3 Bath,Semi-D,D1,D15 AT8Y,€675,Sherry FitzGerald Castleknock,Julian Cotter,"Sold, €675,000, Thu Sep 05 2024; Sale Agreed, €645,000, Fri Feb 09 2024; Created, €645,000, Thu Feb 01 2024",https://mynest.ie/listing/114433/Dublin/40-delwood-road-castleknock-dublin-15-d15at8y,"40 Castleknock Drive, Castleknock, Dublin 15",Sold,4 beds,3 baths,140.0,,,,53.3810987,-6.3869966,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/40-castleknock-drive-castleknock-dublin-15/4776476,675000.0,2024-09-05,645000.0,2024-02-01,645000.0,675.0,53.3810987,-6.3869966,
"4 Seabank Court, Old Golf Links Road, Malahide, Co Dublin, K36XR02","€450,000",1 Bed,--,Semi-D,D2,K36 XR02,€495,Sherry FitzGerald Malahide,Eoghan Keenan,"Sold, €470,000, Thu Sep 05 2024; Sale Agreed, €450,000, Mon Jun 10 2024; Created, €450,000, Wed May 15 2024",https://mynest.ie/listing/130422/Dublin/4-seabank-court-old-golf-links-road-malahide-co-dublin-k36xr02,"10 Seabank Court, Coast Road, Malahide, County Dublin","€495,000",2 beds,,70.0,,,,53.45045769999999,-6.14459,0.0,m²,,,,,https://www.myhome.ie/residential/brochure/10-seabank-court-coast-road-malahide-county-dublin/4525680,470000.0,2024-09-05,450000.0,2024-05-15,450000.0,495.0,53.45045769999999,-6.14459,
